farm_id,crop_variety,genomic_drought_resistance,genomic_disease_resistance,avg_temperature,total_rainfall_mm,satellite_ndvi,disease_severity,yield_percentage
FARM_3911,Sahbhagi-Dhan (Drought Tolerant),0.99,0.52,35.9,532.1,0.772,0.32,78.4
FARM_3912,Swarna-Sub1 (Flood Tolerant),0.47,0.35,30.8,635.7,0.682,0.45,64.5
FARM_3913,IR-64 (Standard),0.14,0.29,28.9,540.5,0.703,0.08,91.6
FARM_3914,Swarna-Sub1 (Flood Tolerant),0.37,0.32,31.1,358.0,0.623,0.36,76.2
FARM_3915,IR-64 (Standard),0.15,0.44,36.1,515.3,0.839,0.09,90.8
FARM_3916,IR-64 (Standard),0.45,0.64,26.4,840.5,0.695,0.28,88.1
FARM_3917,IR-64 (Standard),0.3,0.35,36.1,292.4,0.584,0.55,52.0
FARM_3918,Sahbhagi-Dhan (Drought Tolerant),0.84,0.62,24.6,719.2,0.757,0.07,100.0
FARM_3919,IR-64 (Standard),0.35,0.49,32.1,51.5,0.1,0.14,0.0
FARM_3920,IR-64 (Standard),0.1,0.73,34.0,391.0,0.74,0.17,93.6
FARM_3921,Sahbhagi-Dhan (Drought Tolerant),0.8,0.34,32.6,413.9,0.715,0.31,81.0
FARM_3922,Sahbhagi-Dhan (Drought Tolerant),0.83,0.47,34.2,716.2,0.506,0.56,60.5
FARM_3923,IR-64 (Standard),0.19,0.26,29.5,854.5,0.609,0.32,74.4
FARM_3924,Sahbhagi-Dhan (Drought Tolerant),0.98,0.4,24.9,722.5,0.711,0.48,70.4
FARM_3925,Swarna-Sub1 (Flood Tolerant),0.1,0.5,34.2,602.3,0.721,0.05,97.2
FARM_3926,Swarna-Sub1 (Flood Tolerant),0.38,0.64,37.4,712.6,0.6,0.58,62.9
FARM_3927,Sahbhagi-Dhan (Drought Tolerant),0.78,0.32,29.3,229.5,0.51,0.25,70.2
FARM_3928,Sahbhagi-Dhan (Drought Tolerant),0.99,0.33,32.7,678.8,0.641,0.43,64.7
FARM_3929,IR-64 (Standard),0.48,0.58,26.7,279.6,0.697,0.21,72.1
FARM_3930,Sahbhagi-Dhan (Drought Tolerant),0.98,0.43,26.4,352.2,0.621,0.22,86.6
FARM_3931,IR-64 (Standard),0.5,0.49,30.4,579.1,0.782,0.2,87.0
FARM_3932,Swarna-Sub1 (Flood Tolerant),0.35,0.7,27.1,252.8,0.467,0.14,58.6
FARM_3933,Sahbhagi-Dhan (Drought Tolerant),0.95,0.5,30.4,745.2,0.742,0.25,89.4
FARM_3934,IR-64 (Standard),0.27,0.59,42.1,500.3,0.869,0.16,57.5
FARM_3935,IR-64 (Standard),0.4,0.59,27.2,239.7,0.597,0.16,61.7
FARM_3936,Swarna-Sub1 (Flood Tolerant),0.28,0.68,31.4,801.9,0.687,0.29,92.3
FARM_3937,Sahbhagi-Dhan (Drought Tolerant),0.72,0.58,23.0,447.4,0.61,0.45,80.8
FARM_3938,Swarna-Sub1 (Flood Tolerant),0.17,0.24,32.1,467.3,0.609,0.48,58.0
FARM_3939,IR-64 (Standard),0.42,0.41,27.2,455.9,0.72,0.07,90.3
FARM_3940,IR-64 (Standard),0.36,0.79,31.2,-83.4,0.1,0.11,0.0
FARM_3941,Sahbhagi-Dhan (Drought Tolerant),0.97,0.32,31.1,751.6,0.608,0.3,77.5
FARM_3942,IR-64 (Standard),0.17,0.55,30.6,505.6,0.639,0.29,90.7
FARM_3943,Sahbhagi-Dhan (Drought Tolerant),0.74,0.71,26.2,530.6,0.652,0.48,89.7
FARM_3944,Swarna-Sub1 (Flood Tolerant),0.48,0.55,28.9,636.2,0.762,0.19,83.4
FARM_3945,Sahbhagi-Dhan (Drought Tolerant),0.71,0.42,30.9,441.3,0.719,0.25,79.4
FARM_3946,Sahbhagi-Dhan (Drought Tolerant),0.72,0.25,29.0,275.7,0.683,0.11,76.3
FARM_3947,IR-64 (Standard),0.45,0.42,35.6,313.8,0.664,0.12,86.3
FARM_3948,IR-64 (Standard),0.43,0.31,30.2,674.6,0.753,0.07,100.0
FARM_3949,Sahbhagi-Dhan (Drought Tolerant),0.93,0.78,26.0,497.6,0.783,0.03,100.0
FARM_3950,IR-64 (Standard),0.48,0.63,31.7,701.2,0.574,0.37,87.3
FARM_3951,IR-64 (Standard),0.36,0.65,20.2,736.4,0.681,0.12,95.2
FARM_3952,IR-64 (Standard),0.19,0.46,37.8,677.4,0.728,0.3,66.1
FARM_3953,Sahbhagi-Dhan (Drought Tolerant),0.73,0.27,23.1,751.3,0.725,0.23,87.6
FARM_3954,IR-64 (Standard),0.36,0.36,33.6,357.6,0.716,0.07,98.5
FARM_3955,Sahbhagi-Dhan (Drought Tolerant),0.86,0.36,33.0,620.4,0.73,0.35,82.5
FARM_3956,IR-64 (Standard),0.19,0.49,25.5,406.5,0.685,0.41,74.3
FARM_3957,Swarna-Sub1 (Flood Tolerant),0.34,0.48,32.2,281.1,0.586,0.36,67.2
FARM_3958,IR-64 (Standard),0.41,0.46,27.2,592.2,0.65,0.22,81.9
FARM_3959,IR-64 (Standard),0.24,0.5,29.3,650.8,0.76,0.3,80.7
FARM_3960,Sahbhagi-Dhan (Drought Tolerant),0.87,0.79,31.9,431.1,0.808,0.19,92.2
FARM_3961,Sahbhagi-Dhan (Drought Tolerant),0.8,0.38,29.8,509.5,0.78,0.2,90.3
FARM_3962,IR-64 (Standard),0.26,0.57,26.0,640.6,0.72,0.34,87.4
FARM_3963,Swarna-Sub1 (Flood Tolerant),0.35,0.34,31.6,377.6,0.724,0.18,93.8
FARM_3964,IR-64 (Standard),0.46,0.48,29.2,662.1,0.739,0.16,80.3
FARM_3965,IR-64 (Standard),0.18,0.32,29.6,318.7,0.743,0.31,77.3
FARM_3966,Swarna-Sub1 (Flood Tolerant),0.49,0.53,29.8,581.6,0.715,0.24,100.0
FARM_3967,Sahbhagi-Dhan (Drought Tolerant),0.97,0.36,24.6,258.2,0.595,0.06,97.7
FARM_3968,IR-64 (Standard),0.3,0.22,25.5,769.2,0.678,0.19,84.3
FARM_3969,Sahbhagi-Dhan (Drought Tolerant),0.8,0.69,27.6,637.0,0.736,0.3,94.7
FARM_3970,Sahbhagi-Dhan (Drought Tolerant),0.99,0.28,31.6,902.1,0.738,0.42,65.5
FARM_3971,Swarna-Sub1 (Flood Tolerant),0.18,0.42,26.3,313.1,0.736,0.23,81.5
FARM_3972,Swarna-Sub1 (Flood Tolerant),0.22,0.49,34.8,633.1,0.767,0.36,81.2
FARM_3973,Sahbhagi-Dhan (Drought Tolerant),0.79,0.46,30.8,496.1,0.5,0.5,74.2
FARM_3974,IR-64 (Standard),0.22,0.64,31.5,206.8,0.3,0.32,18.8
FARM_3975,Sahbhagi-Dhan (Drought Tolerant),0.9,0.56,28.7,522.1,0.7,0.19,95.5
FARM_3976,IR-64 (Standard),0.5,0.38,23.6,613.7,0.584,0.29,77.7
FARM_3977,IR-64 (Standard),0.46,0.23,32.1,894.0,0.7,0.22,84.6
FARM_3978,Swarna-Sub1 (Flood Tolerant),0.23,0.66,27.1,399.1,0.838,0.05,100.0
FARM_3979,IR-64 (Standard),0.27,0.41,24.0,594.9,0.554,0.36,82.9
FARM_3980,IR-64 (Standard),0.37,0.73,26.7,561.4,0.626,0.55,88.7
FARM_3981,Sahbhagi-Dhan (Drought Tolerant),0.75,0.44,29.7,465.2,0.54,0.5,74.7
FARM_3982,Swarna-Sub1 (Flood Tolerant),0.43,0.63,20.5,480.0,0.55,0.52,82.9
FARM_3983,IR-64 (Standard),0.45,0.76,28.7,649.3,0.676,0.29,92.9
FARM_3984,IR-64 (Standard),0.44,0.59,34.0,479.9,0.663,0.34,95.1
FARM_3985,Swarna-Sub1 (Flood Tolerant),0.25,0.45,30.1,453.0,0.717,0.33,85.7
FARM_3986,Sahbhagi-Dhan (Drought Tolerant),0.9,0.54,34.8,398.7,0.706,0.21,88.8
FARM_3987,Swarna-Sub1 (Flood Tolerant),0.1,0.53,28.4,199.7,0.388,0.28,0.0
FARM_3988,Swarna-Sub1 (Flood Tolerant),0.26,0.55,34.6,686.7,0.789,0.16,100.0
FARM_3989,IR-64 (Standard),0.28,0.29,24.6,396.6,0.743,0.16,84.7
FARM_3990,IR-64 (Standard),0.46,0.62,32.4,746.6,0.817,0.23,84.1
FARM_3991,Sahbhagi-Dhan (Drought Tolerant),0.96,0.29,29.6,752.2,0.59,0.45,72.9
FARM_3992,IR-64 (Standard),0.49,0.21,35.4,979.6,0.56,0.5,58.5
FARM_3993,IR-64 (Standard),0.45,0.57,28.4,588.9,0.669,0.23,93.0
FARM_3994,Swarna-Sub1 (Flood Tolerant),0.1,0.27,25.8,612.1,0.723,0.47,59.4
FARM_3995,IR-64 (Standard),0.36,0.66,32.0,622.4,0.676,0.41,90.1
FARM_3996,Sahbhagi-Dhan (Drought Tolerant),0.94,0.72,36.6,552.0,0.796,0.16,95.1
FARM_3997,Swarna-Sub1 (Flood Tolerant),0.21,0.77,30.9,736.0,0.71,0.31,92.6
FARM_3998,Sahbhagi-Dhan (Drought Tolerant),0.9,0.6,29.8,483.5,0.74,0.14,91.5
FARM_3999,Swarna-Sub1 (Flood Tolerant),0.38,0.49,25.1,610.4,0.714,0.23,83.7
FARM_4000,IR-64 (Standard),0.36,0.41,33.8,478.3,0.663,0.22,91.1
FARM_4001,Swarna-Sub1 (Flood Tolerant),0.12,0.49,29.8,237.8,0.411,0.71,14.8
FARM_4002,Swarna-Sub1 (Flood Tolerant),0.14,0.31,32.8,648.9,0.687,0.27,79.6
FARM_4003,IR-64 (Standard),0.15,0.41,30.8,-50.0,0.1,0.14,0.0
FARM_4004,IR-64 (Standard),0.14,0.63,38.2,609.9,0.663,0.16,78.5
FARM_4005,Sahbhagi-Dhan (Drought Tolerant),0.72,0.33,27.8,717.5,0.816,0.18,87.0
FARM_4006,Sahbhagi-Dhan (Drought Tolerant),1.0,0.36,27.9,617.6,0.723,0.32,72.3
FARM_4007,IR-64 (Standard),0.43,0.65,34.1,342.2,0.773,0.13,86.1
FARM_4008,IR-64 (Standard),0.26,0.31,34.2,809.3,0.571,0.34,75.0
FARM_4009,IR-64 (Standard),0.38,0.35,34.3,862.9,0.63,0.48,65.1
FARM_4010,Swarna-Sub1 (Flood Tolerant),0.18,0.21,29.9,633.1,0.718,0.17,89.6
FARM_4011,Swarna-Sub1 (Flood Tolerant),0.49,0.63,30.8,871.0,0.676,0.25,86.2
FARM_4012,Swarna-Sub1 (Flood Tolerant),0.24,0.57,24.6,924.0,0.731,0.35,72.5
FARM_4013,IR-64 (Standard),0.44,0.62,29.4,371.7,0.603,0.32,86.0
FARM_4014,Sahbhagi-Dhan (Drought Tolerant),0.8,0.33,31.1,317.8,0.521,0.52,68.8
FARM_4015,IR-64 (Standard),0.45,0.61,31.1,648.6,0.565,0.38,94.3
FARM_4016,Swarna-Sub1 (Flood Tolerant),0.13,0.56,27.0,-128.2,0.1,0.15,0.0
FARM_4017,Swarna-Sub1 (Flood Tolerant),0.36,0.42,25.6,455.7,0.472,0.65,59.8
FARM_4018,IR-64 (Standard),0.15,0.46,34.2,368.2,0.7,0.36,75.7
FARM_4019,IR-64 (Standard),0.1,0.54,33.5,462.2,0.619,0.34,84.5
FARM_4020,Swarna-Sub1 (Flood Tolerant),0.12,0.5,29.1,254.6,0.489,0.42,40.7
FARM_4021,Swarna-Sub1 (Flood Tolerant),0.47,0.59,34.1,469.5,0.705,0.16,90.5
FARM_4022,Swarna-Sub1 (Flood Tolerant),0.46,0.31,33.8,621.2,0.73,0.3,76.7
FARM_4023,IR-64 (Standard),0.19,0.52,23.3,845.1,0.76,0.19,96.8
FARM_4024,Swarna-Sub1 (Flood Tolerant),0.32,0.47,29.6,593.7,0.596,0.52,67.1
FARM_4025,Swarna-Sub1 (Flood Tolerant),0.48,0.48,35.4,145.1,0.198,0.42,0.0
FARM_4026,Sahbhagi-Dhan (Drought Tolerant),0.72,0.48,23.6,513.1,0.703,0.17,96.2
FARM_4027,IR-64 (Standard),0.26,0.73,24.2,783.8,0.692,0.23,99.1
FARM_4028,Sahbhagi-Dhan (Drought Tolerant),0.75,0.69,32.5,458.6,0.715,0.23,97.8
FARM_4029,Sahbhagi-Dhan (Drought Tolerant),0.92,0.58,35.2,637.1,0.667,0.41,92.9
FARM_4030,Swarna-Sub1 (Flood Tolerant),0.29,0.63,28.9,742.6,0.591,0.28,92.1
FARM_4031,IR-64 (Standard),0.41,0.23,28.1,534.5,0.681,0.44,65.1
FARM_4032,Swarna-Sub1 (Flood Tolerant),0.27,0.65,23.2,571.8,0.606,0.41,80.4
FARM_4033,IR-64 (Standard),0.2,0.49,28.8,617.9,0.766,0.17,88.4
FARM_4034,Sahbhagi-Dhan (Drought Tolerant),0.82,0.39,24.1,416.9,0.655,0.27,72.9
FARM_4035,IR-64 (Standard),0.13,0.28,28.6,459.1,0.843,0.06,97.0
FARM_4036,Swarna-Sub1 (Flood Tolerant),0.3,0.25,35.2,324.4,0.71,0.35,73.8
FARM_4037,Swarna-Sub1 (Flood Tolerant),0.16,0.23,24.8,403.0,0.728,0.31,74.5
FARM_4038,Swarna-Sub1 (Flood Tolerant),0.42,0.3,29.0,662.2,0.786,0.09,88.8
FARM_4039,IR-64 (Standard),0.27,0.22,33.4,607.8,0.729,0.15,88.0
FARM_4040,Sahbhagi-Dhan (Drought Tolerant),0.73,0.64,26.9,273.3,0.583,0.11,88.0
FARM_4041,Sahbhagi-Dhan (Drought Tolerant),0.91,0.35,31.6,309.7,0.613,0.47,65.7
FARM_4042,IR-64 (Standard),0.44,0.42,33.2,383.4,0.695,0.41,76.6
FARM_4043,Swarna-Sub1 (Flood Tolerant),0.48,0.69,30.3,218.0,0.382,0.46,47.7
FARM_4044,Sahbhagi-Dhan (Drought Tolerant),0.83,0.27,30.4,551.2,0.688,0.19,84.2
FARM_4045,Swarna-Sub1 (Flood Tolerant),0.17,0.7,25.6,375.0,0.752,0.5,82.1
FARM_4046,IR-64 (Standard),0.47,0.58,28.4,603.2,0.621,0.58,73.9
FARM_4047,Swarna-Sub1 (Flood Tolerant),0.45,0.41,30.6,703.2,0.726,0.09,92.7
FARM_4048,Sahbhagi-Dhan (Drought Tolerant),0.81,0.27,22.4,165.4,0.225,0.24,58.9
FARM_4049,Sahbhagi-Dhan (Drought Tolerant),0.78,0.25,21.0,375.1,0.674,0.19,88.2
FARM_4050,Swarna-Sub1 (Flood Tolerant),0.35,0.4,29.4,190.9,0.368,0.15,22.0
FARM_4051,IR-64 (Standard),0.11,0.28,31.5,132.5,0.223,0.24,0.0
FARM_4052,Swarna-Sub1 (Flood Tolerant),0.4,0.36,30.4,608.9,0.686,0.34,79.1
FARM_4053,IR-64 (Standard),0.14,0.23,23.5,542.2,0.814,0.17,78.3
FARM_4054,Swarna-Sub1 (Flood Tolerant),0.2,0.56,34.4,386.8,0.741,0.34,79.8
FARM_4055,Sahbhagi-Dhan (Drought Tolerant),0.87,0.29,30.4,309.9,0.745,0.31,77.9
FARM_4056,IR-64 (Standard),0.28,0.65,33.9,283.7,0.709,0.3,78.3
FARM_4057,IR-64 (Standard),0.11,0.33,27.4,535.3,0.54,0.65,61.1
FARM_4058,IR-64 (Standard),0.43,0.68,31.1,453.6,0.606,0.51,81.3
FARM_4059,Sahbhagi-Dhan (Drought Tolerant),0.71,0.31,32.1,320.8,0.574,0.39,63.7
FARM_4060,Swarna-Sub1 (Flood Tolerant),0.37,0.63,34.0,583.5,0.766,0.16,96.6
FARM_4061,Sahbhagi-Dhan (Drought Tolerant),0.92,0.4,33.7,556.5,0.67,0.35,69.4
FARM_4062,IR-64 (Standard),0.48,0.55,26.8,305.9,0.756,0.36,81.7
FARM_4063,Swarna-Sub1 (Flood Tolerant),0.15,0.22,29.5,405.1,0.481,0.75,33.1
FARM_4064,Sahbhagi-Dhan (Drought Tolerant),0.88,0.5,27.9,672.1,0.694,0.14,100.0
FARM_4065,IR-64 (Standard),0.15,0.29,30.6,649.7,0.618,0.27,74.5
FARM_4066,IR-64 (Standard),0.25,0.49,24.2,368.8,0.832,0.09,95.5
FARM_4067,Sahbhagi-Dhan (Drought Tolerant),0.94,0.28,23.6,832.3,0.596,0.53,61.0
FARM_4068,Sahbhagi-Dhan (Drought Tolerant),0.74,0.46,39.5,464.9,0.544,0.6,36.4
FARM_4069,Sahbhagi-Dhan (Drought Tolerant),0.71,0.27,37.7,657.7,0.752,0.15,82.6
FARM_4070,IR-64 (Standard),0.2,0.33,34.7,289.7,0.5,0.51,61.3
FARM_4071,Sahbhagi-Dhan (Drought Tolerant),0.79,0.56,31.9,469.6,0.563,0.43,78.6
FARM_4072,IR-64 (Standard),0.31,0.79,33.1,316.9,0.798,0.22,88.7
FARM_4073,Sahbhagi-Dhan (Drought Tolerant),0.75,0.47,33.1,169.3,0.181,0.48,35.7
FARM_4074,IR-64 (Standard),0.22,0.61,36.6,491.5,0.581,0.6,59.8
FARM_4075,IR-64 (Standard),0.32,0.52,28.0,434.4,0.736,0.16,90.8
FARM_4076,Swarna-Sub1 (Flood Tolerant),0.18,0.5,27.0,714.4,0.671,0.24,89.0
FARM_4077,Sahbhagi-Dhan (Drought Tolerant),0.85,0.24,29.9,384.5,0.681,0.22,89.5
FARM_4078,Sahbhagi-Dhan (Drought Tolerant),0.85,0.29,32.4,553.8,0.621,0.32,81.3
FARM_4079,IR-64 (Standard),0.37,0.73,29.0,418.8,0.759,0.24,97.6
FARM_4080,IR-64 (Standard),0.15,0.45,27.8,305.4,0.66,0.41,79.3
FARM_4081,IR-64 (Standard),0.15,0.57,35.7,661.3,0.608,0.41,80.0
FARM_4082,Swarna-Sub1 (Flood Tolerant),0.33,0.52,26.7,377.2,0.771,0.16,91.1
FARM_4083,Swarna-Sub1 (Flood Tolerant),0.21,0.43,35.9,413.2,0.707,0.13,91.7
FARM_4084,IR-64 (Standard),0.26,0.43,33.9,262.5,0.695,0.08,64.7
FARM_4085,Sahbhagi-Dhan (Drought Tolerant),0.79,0.53,37.6,162.3,0.224,0.19,48.9
FARM_4086,Sahbhagi-Dhan (Drought Tolerant),0.91,0.28,38.7,590.6,0.647,0.4,53.4
FARM_4087,Swarna-Sub1 (Flood Tolerant),0.1,0.43,31.5,480.2,0.545,0.55,72.3
FARM_4088,Swarna-Sub1 (Flood Tolerant),0.44,0.47,38.3,683.6,0.822,0.13,74.0
FARM_4089,IR-64 (Standard),0.39,0.79,32.0,601.8,0.843,0.07,100.0
FARM_4090,Sahbhagi-Dhan (Drought Tolerant),0.73,0.41,31.6,251.0,0.601,0.18,89.3
FARM_4091,IR-64 (Standard),0.32,0.59,30.8,500.6,0.584,0.53,70.2
FARM_4092,Swarna-Sub1 (Flood Tolerant),0.38,0.28,28.3,492.9,0.663,0.28,82.0
FARM_4093,Sahbhagi-Dhan (Drought Tolerant),0.76,0.24,33.0,702.2,0.788,0.06,100.0
FARM_4094,Sahbhagi-Dhan (Drought Tolerant),0.9,0.72,34.6,746.6,0.627,0.34,87.7
FARM_4095,Swarna-Sub1 (Flood Tolerant),0.21,0.64,24.4,154.2,0.213,0.36,0.0
FARM_4096,IR-64 (Standard),0.33,0.39,40.2,719.7,0.71,0.2,58.5
FARM_4097,IR-64 (Standard),0.28,0.5,36.5,692.8,0.688,0.29,74.9
FARM_4098,Sahbhagi-Dhan (Drought Tolerant),0.92,0.28,27.7,337.6,0.698,0.29,78.9
FARM_4099,Swarna-Sub1 (Flood Tolerant),0.31,0.62,32.2,490.9,0.764,0.28,84.3
FARM_4100,Sahbhagi-Dhan (Drought Tolerant),0.97,0.24,29.8,79.4,0.1,0.15,80.2
FARM_4101,Swarna-Sub1 (Flood Tolerant),0.36,0.65,31.3,489.9,0.794,0.24,86.6
FARM_4102,IR-64 (Standard),0.18,0.53,29.5,290.0,0.75,0.15,84.7
FARM_4103,Swarna-Sub1 (Flood Tolerant),0.13,0.37,32.1,604.2,0.75,0.23,85.6
FARM_4104,IR-64 (Standard),0.27,0.72,25.7,582.7,0.761,0.02,100.0
FARM_4105,Swarna-Sub1 (Flood Tolerant),0.11,0.79,38.8,481.2,0.691,0.12,80.9
FARM_4106,Sahbhagi-Dhan (Drought Tolerant),0.95,0.35,26.0,539.3,0.687,0.29,82.3
FARM_4107,IR-64 (Standard),0.25,0.68,32.2,342.0,0.649,0.24,96.4
FARM_4108,Sahbhagi-Dhan (Drought Tolerant),0.96,0.65,27.3,274.3,0.481,0.36,83.3
FARM_4109,Sahbhagi-Dhan (Drought Tolerant),0.7,0.65,29.4,922.9,0.607,0.43,89.7
FARM_4110,IR-64 (Standard),0.22,0.77,31.8,704.9,0.682,0.09,100.0
FARM_4111,IR-64 (Standard),0.21,0.49,30.4,526.2,0.848,0.0,99.3
FARM_4112,Sahbhagi-Dhan (Drought Tolerant),0.93,0.6,30.5,457.2,0.566,0.44,79.7
FARM_4113,Sahbhagi-Dhan (Drought Tolerant),0.84,0.69,28.5,980.6,0.545,0.43,78.8
FARM_4114,Sahbhagi-Dhan (Drought Tolerant),0.93,0.49,27.2,834.7,0.653,0.3,79.0
FARM_4115,Sahbhagi-Dhan (Drought Tolerant),0.99,0.49,32.7,443.0,0.7,0.32,91.6
FARM_4116,IR-64 (Standard),0.16,0.39,26.6,305.9,0.709,0.17,83.7
FARM_4117,IR-64 (Standard),0.33,0.67,27.4,510.5,0.645,0.49,80.3
FARM_4118,Sahbhagi-Dhan (Drought Tolerant),0.93,0.61,27.4,424.4,0.806,0.06,96.2
FARM_4119,Swarna-Sub1 (Flood Tolerant),0.12,0.47,28.7,310.6,0.771,0.11,94.1
FARM_4120,Swarna-Sub1 (Flood Tolerant),0.27,0.45,24.3,774.4,0.6,0.42,74.8
FARM_4121,IR-64 (Standard),0.28,0.24,24.4,604.9,0.745,0.19,88.7
FARM_4122,Sahbhagi-Dhan (Drought Tolerant),0.97,0.2,32.2,418.5,0.586,0.23,82.5
FARM_4123,Sahbhagi-Dhan (Drought Tolerant),0.84,0.52,32.2,415.8,0.663,0.33,86.8
FARM_4124,IR-64 (Standard),0.33,0.45,31.2,502.6,0.751,0.27,92.1
FARM_4125,Swarna-Sub1 (Flood Tolerant),0.42,0.68,35.5,402.8,0.594,0.44,84.5
FARM_4126,Swarna-Sub1 (Flood Tolerant),0.32,0.53,26.5,385.5,0.723,0.23,87.7
FARM_4127,Swarna-Sub1 (Flood Tolerant),0.24,0.76,23.1,910.8,0.468,0.6,74.7
FARM_4128,IR-64 (Standard),0.13,0.32,33.1,317.6,0.767,0.17,99.5
FARM_4129,Swarna-Sub1 (Flood Tolerant),0.39,0.79,23.0,57.7,0.1,0.08,0.0
FARM_4130,IR-64 (Standard),0.45,0.38,29.5,630.9,0.759,0.06,100.0
FARM_4131,IR-64 (Standard),0.49,0.59,31.1,723.3,0.664,0.3,88.7
FARM_4132,Sahbhagi-Dhan (Drought Tolerant),0.95,0.5,38.2,530.8,0.676,0.35,65.9
FARM_4133,Swarna-Sub1 (Flood Tolerant),0.42,0.42,27.8,177.8,0.234,0.34,8.9
FARM_4134,IR-64 (Standard),0.36,0.28,28.1,472.8,0.78,0.07,97.0
FARM_4135,Swarna-Sub1 (Flood Tolerant),0.41,0.28,32.6,398.3,0.718,0.05,100.0
FARM_4136,Swarna-Sub1 (Flood Tolerant),0.27,0.63,32.4,767.4,0.737,0.1,92.3
FARM_4137,Sahbhagi-Dhan (Drought Tolerant),0.96,0.43,28.6,331.0,0.555,0.65,60.9
FARM_4138,Swarna-Sub1 (Flood Tolerant),0.24,0.78,30.7,546.1,0.643,0.37,90.2
FARM_4139,Sahbhagi-Dhan (Drought Tolerant),0.95,0.4,27.1,619.6,0.599,0.55,69.7
FARM_4140,IR-64 (Standard),0.4,0.79,31.8,328.5,0.763,0.17,100.0
FARM_4141,Swarna-Sub1 (Flood Tolerant),0.28,0.32,23.6,381.0,0.79,0.1,99.6
FARM_4142,IR-64 (Standard),0.18,0.26,41.6,586.7,0.761,0.18,54.7
FARM_4143,Swarna-Sub1 (Flood Tolerant),0.18,0.39,32.9,-140.8,0.1,0.5,0.0
FARM_4144,IR-64 (Standard),0.44,0.73,25.6,772.4,0.566,0.44,88.7
FARM_4145,Swarna-Sub1 (Flood Tolerant),0.37,0.51,28.9,297.7,0.653,0.58,79.4
FARM_4146,Swarna-Sub1 (Flood Tolerant),0.32,0.28,25.8,508.8,0.671,0.44,73.1
FARM_4147,Swarna-Sub1 (Flood Tolerant),0.26,0.32,26.7,229.5,0.355,0.48,13.8
FARM_4148,Swarna-Sub1 (Flood Tolerant),0.27,0.39,30.8,763.7,0.689,0.35,90.0
FARM_4149,Swarna-Sub1 (Flood Tolerant),0.12,0.55,35.6,500.1,0.658,0.28,77.6
FARM_4150,Swarna-Sub1 (Flood Tolerant),0.28,0.4,29.6,542.8,0.652,0.45,80.5
FARM_4151,Swarna-Sub1 (Flood Tolerant),0.42,0.65,22.4,611.9,0.682,0.17,92.9
FARM_4152,Swarna-Sub1 (Flood Tolerant),0.26,0.57,27.5,718.0,0.782,0.09,87.0
FARM_4153,Swarna-Sub1 (Flood Tolerant),0.25,0.72,27.8,276.3,0.563,0.37,84.3
FARM_4154,IR-64 (Standard),0.11,0.5,30.4,446.1,0.775,0.16,94.1
FARM_4155,Sahbhagi-Dhan (Drought Tolerant),0.91,0.4,29.4,752.5,0.861,0.14,90.4
FARM_4156,Swarna-Sub1 (Flood Tolerant),0.11,0.8,21.2,412.2,0.724,0.2,94.9
FARM_4157,Sahbhagi-Dhan (Drought Tolerant),0.96,0.41,26.3,773.4,0.629,0.19,94.1
FARM_4158,Swarna-Sub1 (Flood Tolerant),0.3,0.46,25.6,541.2,0.649,0.4,78.6
FARM_4159,Swarna-Sub1 (Flood Tolerant),0.44,0.69,33.6,415.2,0.723,0.18,100.0
FARM_4160,IR-64 (Standard),0.33,0.25,28.9,638.7,0.603,0.2,83.3
FARM_4161,IR-64 (Standard),0.23,0.43,22.0,469.3,0.613,0.37,73.3
FARM_4162,Sahbhagi-Dhan (Drought Tolerant),0.96,0.25,26.5,670.0,0.671,0.41,70.9
FARM_4163,IR-64 (Standard),0.38,0.28,34.7,404.2,0.679,0.43,71.3
FARM_4164,IR-64 (Standard),0.14,0.2,27.6,671.3,0.742,0.28,73.1
FARM_4165,Sahbhagi-Dhan (Drought Tolerant),0.78,0.21,27.3,587.5,0.66,0.55,49.4
FARM_4166,IR-64 (Standard),0.47,0.43,29.3,432.3,0.767,0.05,93.2
FARM_4167,Swarna-Sub1 (Flood Tolerant),0.22,0.69,30.9,135.4,0.131,0.18,0.0
FARM_4168,Sahbhagi-Dhan (Drought Tolerant),0.85,0.55,29.4,595.7,0.708,0.03,94.8
FARM_4169,Sahbhagi-Dhan (Drought Tolerant),0.96,0.58,34.1,715.0,0.711,0.22,97.4
FARM_4170,Swarna-Sub1 (Flood Tolerant),0.3,0.51,29.4,538.4,0.729,0.1,93.7
FARM_4171,IR-64 (Standard),0.39,0.69,32.7,51.1,0.1,0.58,0.0
FARM_4172,Sahbhagi-Dhan (Drought Tolerant),0.85,0.73,30.8,727.9,0.468,0.62,72.1
FARM_4173,Sahbhagi-Dhan (Drought Tolerant),0.99,0.71,24.8,579.6,0.681,0.25,95.2
FARM_4174,Swarna-Sub1 (Flood Tolerant),0.37,0.69,37.1,623.6,0.471,0.72,68.0
FARM_4175,Swarna-Sub1 (Flood Tolerant),0.38,0.31,34.6,484.1,0.578,0.46,74.2
FARM_4176,IR-64 (Standard),0.47,0.56,27.7,113.6,0.224,0.1,0.0
FARM_4177,Sahbhagi-Dhan (Drought Tolerant),0.9,0.55,29.6,616.1,0.582,0.54,70.9
FARM_4178,IR-64 (Standard),0.29,0.52,32.5,456.1,0.683,0.27,88.1
